1,Agreement ID,Agreement Name,Trade Reference,Trade Date,Maturity Date,Exchanged Notional 1 Currency,Exchanged Notional 1 Amount,Exchanged Notional 2 Currency,Exchanged Notional 2 Amount,Product Type,Valuation Base Currency,Valuation Base Currency Amount,Valuation Date,Valuation Native Currency,Valuation Native Currency Amount,Effective Date,Buy/Sell,Put/Call,Strike Price,Underlying,Independent Amount Party A,Independent Amount Party B,Party A branch ID,Party A branch Name,Party B branch ID,Party B branch Name,ENTITYB_STATUS
389,BA-00001,BA-00001,B-5200368,22/03/2010,30/11/2022,EUR,95000000,GBP,86450000,FX - Swap,USD,-15384957.53,27/09/2018,EUR,-13262894.43,24/03/2010,,,0.478,EIB,,,3645457,EntityB,983400120,EntityA,Active
390,BA-00001,BA-00001,B-5200369,11/03/2013,02/10/2029,JPY,48000000,JPY,48000000,Interest Rate - Swap Basis,USD,11122.58197,27/09/2018,JPY,1235842.441,13/03/2013,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
391,BA-00001,BA-00001,B-5200370,10/10/2016,26/11/2029,AUD,94000000,SEK,628860000,Cross Currency - Swap,USD,310811.0786,27/09/2018,AUD,425768.6008,12/10/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
392,BA-00001,BA-00001,B-5200371,18/11/2013,17/04/2019,EUR,42000000,GBP,38220000,FX - Swap,USD,3972170.299,27/09/2018,EUR,3424284.74,20/11/2013,,,0.046,EIB,,,3645457,EntityB,983400120,EntityA,Active
393,BA-00001,BA-00001,B-5200372,22/06/2015,25/03/2019,DKK,78000000,DKK,78000000,Interest Rate - Swap,USD,1038346.921,27/09/2018,DKK,6489668.258,24/06/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
394,BA-00001,BA-00001,B-5200373,21/05/2012,07/07/2023,NOK,44000000,NOK,44000000,Interest Rate - Swap Basis,USD,-219847.5403,27/09/2018,NOK,-1832062.836,23/05/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
395,BA-00001,BA-00001,B-5200374,04/10/2010,06/03/2028,GBP,8000000,DKK,65920000,Cross Currency - Swap,USD,602166.6364,27/09/2018,GBP,470442.6847,06/10/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
396,BA-00001,BA-00001,B-5200375,01/03/2010,08/11/2024,GBP,11000000,DKK,90640000,FX - Swap,USD,-626115.1268,27/09/2018,GBP,-489152.4428,03/03/2010,,,0.986,,,,3645457,EntityB,983400120,EntityA,Active
397,BA-00001,BA-00001,B-5200376,03/04/2017,21/04/2026,DKK,37000000,DKK,37000000,Interest Rate - Swap Basis,USD,-43748.98399,27/09/2018,DKK,-273431.1499,05/04/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
398,BA-00001,BA-00001,B-5200377,15/10/2013,22/09/2028,AUD,43000000,AUD,43000000,Interest Rate - Swap Basis,USD,-2349988.749,27/09/2018,AUD,-3219162.669,17/10/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
399,BA-00001,BA-00001,B-5200378,24/04/2014,13/05/2024,JPY,24000000,NOK,1800000,FX - Swap,USD,-12655.46233,27/09/2018,JPY,-1406162.481,28/04/2014,,,0.462,,,,3645457,EntityB,983400120,EntityA,Active
400,BA-00001,BA-00001,B-5200379,10/12/2007,06/11/2028,AUD,95000000,USD,69350000,Cross Currency - Swap,USD,3192946.545,27/09/2018,AUD,4373899.377,12/12/2007,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
401,BA-00001,BA-00001,B-5200380,15/03/2010,10/05/2022,JPY,58000000,JPY,58000000,Interest Rate - Swap Basis,USD,-22580.8951,27/09/2018,JPY,-2508988.344,17/03/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
402,BA-00001,BA-00001,B-5200381,29/06/2006,01/01/2024,AUD,28000000,SEK,187320000,Cross Currency - Swap,USD,-2695478.228,27/09/2018,AUD,-3692435.929,03/07/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
403,BA-00001,BA-00001,B-5200382,17/09/2012,19/09/2030,SEK,68000000,SEK,68000000,Interest Rate - Swap Basis,USD,413509.5864,27/09/2018,SEK,3759178.058,19/09/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
404,BA-00001,BA-00001,B-5200383,29/01/2015,29/04/2021,EUR,94000000,EUR,94000000,Interest Rate - Swap Basis,USD,-7379026.429,27/09/2018,EUR,-6361229.68,02/02/2015,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
405,BA-00001,BA-00001,B-5200384,26/08/2013,03/03/2027,NOK,1000000,NOK,1000000,Interest Rate - Swap Basis,USD,8383.90908,27/09/2018,NOK,69865.909,28/08/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
406,BA-00001,BA-00001,B-5200385,23/01/2006,26/10/2022,CHF,66000000,CHF,66000000,Interest Rate - Swap Basis,USD,-9013171.084,27/09/2018,CHF,-8836442.24,25/01/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
407,BA-00001,BA-00001,B-5200386,02/03/2015,23/09/2025,GBP,34000000,GBP,34000000,Interest Rate - Swaption,USD,-713827.5887,27/09/2018,GBP,-557677.8036,04/03/2015,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
408,BA-00001,BA-00001,B-5200387,11/07/2008,25/08/2022,AUD,32000000,SEK,214080000,Cross Currency - Swap,USD,-2906381.055,27/09/2018,AUD,-3981343.911,15/07/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
409,BA-00001,BA-00001,B-5200388,13/10/2010,20/11/2026,EUR,49000000,EUR,49000000,Interest Rate - Swap,USD,-3638504.122,27/09/2018,EUR,-3136641.484,15/10/2010,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
410,BA-00001,BA-00001,B-5200389,21/04/2009,11/10/2021,CHF,4000000,CHF,4000000,Interest Rate - Swaption,USD,-407849.6893,27/09/2018,CHF,-399852.6366,23/04/2009,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
411,BA-00001,BA-00001,B-5200390,25/10/2013,11/07/2023,JPY,69000000,JPY,69000000,Interest Rate - Swap Basis,USD,-63184.86858,27/09/2018,JPY,-7020540.953,29/10/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
412,BA-00001,BA-00001,B-5200391,24/01/2014,05/12/2024,JPY,61000000,JPY,61000000,Interest Rate - Swaption,USD,15690.20976,27/09/2018,JPY,1743356.64,28/01/2014,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
413,BA-00001,BA-00001,B-5200392,10/04/2006,22/12/2028,AUD,56000000,AUD,56000000,Interest Rate - Swaption,USD,5927498.256,27/09/2018,AUD,8119860.624,12/04/2006,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
414,BA-00001,BA-00001,B-5200393,13/04/2006,03/04/2030,AUD,9000000,AUD,9000000,Interest Rate - Swap Basis,USD,229972.5549,27/09/2018,AUD,315030.8971,17/04/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
415,BA-00001,BA-00001,B-5200394,22/10/2014,09/04/2029,NOK,43000000,AUD,6880000,Cross Currency - Swap,USD,-148964.8462,27/09/2018,NOK,-1241373.718,24/10/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
416,BA-00001,BA-00001,B-5200395,25/04/2006,16/05/2029,NOK,35000000,AUD,5600000,FX - Swap,USD,322733.3493,27/09/2018,NOK,2689444.577,27/04/2006,,,0.386,,,,3645457,EntityB,983400120,EntityA,Active
417,BA-00001,BA-00001,B-5200396,15/01/2010,10/02/2027,SEK,35000000,CHF,3850000,FX - Swap,USD,-226936.7098,27/09/2018,SEK,-2063060.998,19/01/2010,,,0.148,,,,3645457,EntityB,983400120,EntityA,Active
418,BA-00001,BA-00001,B-5200397,01/03/2010,06/08/2026,JPY,23000000,NOK,1725000,Cross Currency - Swap,USD,18363.06873,27/09/2018,JPY,2040340.97,03/03/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
419,BA-00001,BA-00001,B-5200398,15/06/2010,11/01/2023,JPY,97000000,JPY,97000000,Interest Rate - Swaption,USD,97110.49205,27/09/2018,JPY,10790054.67,17/06/2010,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
420,BA-00001,BA-00001,B-5200399,15/07/2013,01/09/2021,USD,92000000,EUR,79120000,Cross Currency - Swap,USD,-11981555.52,27/09/2018,USD,-11981555.52,17/07/2013,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
421,BA-00001,BA-00001,B-5200400,21/03/2006,30/07/2025,AUD,45000000,USD,32850000,FX - Swap,USD,-2731554.366,27/09/2018,AUD,-3741855.296,23/03/2006,,,0.042,,,,3645457,EntityB,983400120,EntityA,Active
422,BA-00001,BA-00001,B-5200401,10/10/2011,20/03/2023,EUR,46000000,GBP,41860000,Cross Currency - Swap,USD,-5331374.333,27/09/2018,EUR,-4596012.356,12/10/2011,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
423,BA-00001,BA-00001,B-5200402,14/12/2012,05/04/2021,NOK,16000000,NOK,16000000,Interest Rate - Swap,USD,239574.5267,27/09/2018,NOK,1996454.389,18/12/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
424,BA-00001,BA-00001,B-5200403,29/04/2010,21/06/2027,DKK,41000000,DKK,41000000,Interest Rate - Swap,USD,-680310.9875,27/09/2018,DKK,-4251943.672,03/05/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
425,BA-00001,BA-00001,B-5200404,06/03/2017,22/11/2027,CHF,63000000,JPY,7127190000,FX - Swap,USD,7160935.613,27/09/2018,CHF,7020525.111,08/03/2017,,,0.376,,,,3645457,EntityB,983400120,EntityA,Active
426,BA-00001,BA-00001,B-5200405,03/09/2013,02/11/2020,CHF,10000000,JPY,1131300000,FX - Swap,USD,165110.8828,27/09/2018,CHF,161873.4145,05/09/2013,,,0.818,,,,3645457,EntityB,983400120,EntityA,Active
427,BA-00001,BA-00001,B-5200406,16/11/2009,04/04/2024,EUR,54000000,EUR,54000000,Interest Rate - Swap Basis,USD,4330168.578,27/09/2018,EUR,3732903.947,18/11/2009,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
428,BA-00001,BA-00001,B-5200407,12/05/2014,10/07/2019,USD,11000000,EUR,9460000,FX - Swap,USD,-332155.7434,27/09/2018,USD,-332155.7434,14/05/2014,,,0.662,LIB,,,3645457,EntityB,983400120,EntityA,Active
429,BA-00001,BA-00001,B-5200408,24/11/2011,04/03/2019,AUD,12000000,AUD,12000000,Interest Rate - Swaption,USD,565967.3433,27/09/2018,AUD,775297.7306,28/11/2011,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
430,BA-00001,BA-00001,B-5200409,22/10/2012,09/12/2024,USD,98000000,EUR,84280000,FX - Swap,USD,3224943.019,27/09/2018,USD,3224943.019,24/10/2012,,,0.914,LIB,,,3645457,EntityB,983400120,EntityA,Active
431,BA-00001,BA-00001,B-5200410,18/01/2016,30/03/2022,USD,10000000,USD,10000000,Interest Rate - Swap,USD,-1419470.323,27/09/2018,USD,-1419470.323,20/01/2016,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
432,BA-00001,BA-00001,B-5200411,19/02/2018,20/11/2025,USD,53000000,USD,53000000,Interest Rate - Swap,USD,1744686.074,27/09/2018,USD,1744686.074,21/02/2018,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
433,BA-00001,BA-00001,B-5200412,03/05/2007,16/04/2024,USD,76000000,EUR,65360000,Cross Currency - Swap,USD,-5341260.103,27/09/2018,USD,-5341260.103,07/05/2007,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
434,BA-00001,BA-00001,B-5200413,12/01/2016,28/12/2026,DKK,65000000,CAD,13000000,FX - Swap,USD,634143.011,27/09/2018,DKK,3963393.819,14/01/2016,,,0.994,,,,3645457,EntityB,983400120,EntityA,Active
435,BA-00001,BA-00001,B-5200414,29/09/2014,05/04/2021,GBP,70000000,DKK,576800000,FX - Swap,USD,-290827.4748,27/09/2018,GBP,-227208.9647,01/10/2014,,,0.97,,,,3645457,EntityB,983400120,EntityA,Active
436,BA-00001,BA-00001,B-5200415,18/09/2009,19/10/2026,EUR,6000000,EUR,6000000,Interest Rate - Swap,USD,-509378.6157,27/09/2018,EUR,-439119.4963,22/09/2009,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
437,BA-00001,BA-00001,B-5200416,16/11/2017,10/01/2029,USD,7000000,USD,7000000,Interest Rate - Swap Basis,USD,-591308.4662,27/09/2018,USD,-591308.4662,20/11/2017,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
438,BA-00001,BA-00001,B-5200417,10/08/2011,12/09/2030,NOK,68000000,AUD,10880000,FX - Swap,USD,-272634.5808,27/09/2018,NOK,-2271954.84,12/08/2011,,,0.294,,,,3645457,EntityB,983400120,EntityA,Active
439,BA-00001,BA-00001,B-5200418,29/03/2010,21/10/2030,CAD,83000000,CAD,83000000,Interest Rate - Swaption,USD,-6081138.083,27/09/2018,CAD,-7897581.926,31/03/2010,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
440,BA-00001,BA-00001,B-5200419,18/12/2014,22/03/2027,EUR,74000000,GBP,67340000,Cross Currency - Swap,USD,-11594171,27/09/2018,EUR,-9994974.999,22/12/2014,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
441,BA-00001,BA-00001,B-5200420,28/10/2013,26/11/2029,USD,70000000,EUR,60200000,Cross Currency - Swap,USD,-8873198.835,27/09/2018,USD,-8873198.835,30/10/2013,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
442,BA-00001,BA-00001,B-5200421,02/07/2012,27/07/2020,DKK,93000000,DKK,93000000,Interest Rate - Swaption,USD,-1328723.554,27/09/2018,DKK,-8304522.211,04/07/2012,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
443,BA-00001,BA-00001,B-5200422,14/05/2012,09/08/2024,AUD,66000000,SEK,441540000,FX - Swap,USD,2743265.596,27/09/2018,AUD,3757898.077,16/05/2012,,,0.562,,,,3645457,EntityB,983400120,EntityA,Active
444,BA-00001,BA-00001,B-5200423,27/11/2006,19/02/2026,GBP,73000000,DKK,601520000,FX - Swap,USD,3167445.846,27/09/2018,GBP,2474567.067,29/11/2006,,,0.612,,,,3645457,EntityB,983400120,EntityA,Active
445,BA-00001,BA-00001,B-5200424,12/12/2016,13/09/2021,JPY,36000000,JPY,36000000,Interest Rate - Swap Basis,USD,-28323.7745,27/09/2018,JPY,-3147086.055,14/12/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
446,BA-00001,BA-00001,B-5200425,18/11/2016,14/10/2025,CHF,75000000,CHF,75000000,Interest Rate - Swaption,USD,2873377.87,27/09/2018,CHF,2817037.127,22/11/2016,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
447,BA-00001,BA-00001,B-5200426,07/12/2009,06/05/2024,AUD,34000000,SEK,227460000,Cross Currency - Swap,USD,-1927295.349,27/09/2018,AUD,-2640130.615,09/12/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
448,BA-00001,BA-00001,B-5200427,02/02/2018,18/09/2023,DKK,48000000,CAD,9600000,Cross Currency - Swap,USD,-475033.0517,27/09/2018,DKK,-2968956.573,06/02/2018,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
449,BA-00001,BA-00001,B-5200428,06/08/2012,20/03/2030,CAD,36000000,CAD,36000000,Interest Rate - Swap Basis,USD,-3126249.683,27/09/2018,CAD,-4060064.524,08/08/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
450,BA-00001,BA-00001,B-5200429,01/12/2014,12/04/2028,DKK,25000000,DKK,25000000,Interest Rate - Swap Basis,USD,141599.9418,27/09/2018,DKK,884999.636,03/12/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
451,BA-00001,BA-00001,B-5200430,21/09/2012,19/02/2025,AUD,60000000,SEK,401400000,FX - Swap,USD,5595008.994,27/09/2018,AUD,7664395.882,25/09/2012,,,0.85,,,,3645457,EntityB,983400120,EntityA,Active
452,BA-00001,BA-00001,B-5200431,14/05/2010,26/04/2024,GBP,5000000,DKK,41200000,Cross Currency - Swap,USD,209791.5877,27/09/2018,GBP,163899.6779,18/05/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
453,BA-00001,BA-00001,B-5200432,23/11/2016,10/04/2026,AUD,6000000,USD,4380000,Cross Currency - Swap,USD,285673.5657,27/09/2018,AUD,391333.6516,25/11/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
454,BA-00001,BA-00001,B-5200433,04/02/2016,16/10/2023,CHF,36000000,JPY,4072680000,Cross Currency - Swap,USD,-2098193.484,27/09/2018,CHF,-2057052.435,08/02/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
455,BA-00001,BA-00001,B-5200434,29/03/2007,17/04/2020,AUD,94000000,USD,68620000,Cross Currency - Swap,USD,2030567.937,27/09/2018,AUD,2781599.914,02/04/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
456,BA-00001,BA-00001,B-5200435,30/01/2015,07/08/2028,SEK,3000000,SEK,3000000,Interest Rate - Swap,USD,-15226.4373,27/09/2018,SEK,-138422.1572,03/02/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
457,BA-00001,BA-00001,B-5200436,17/01/2013,15/02/2019,USD,59000000,USD,59000000,Interest Rate - Swap Basis,USD,8045032.715,27/09/2018,USD,8045032.715,21/01/2013,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
458,BA-00001,BA-00001,B-5200437,02/05/2016,02/11/2029,JPY,48000000,NOK,3600000,FX - Swap,USD,-46974.21648,27/09/2018,JPY,-5219357.386,04/05/2016,,,0.064,,,,3645457,EntityB,983400120,EntityA,Active
459,BA-00001,BA-00001,B-5200438,14/10/2009,04/07/2022,GBP,91000000,DKK,749840000,Cross Currency - Swap,USD,6315311.648,27/09/2018,GBP,4933837.225,16/10/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
460,BA-00001,BA-00001,B-5200439,26/05/2009,06/02/2019,CHF,95000000,CHF,95000000,Interest Rate - Swap,USD,-4221534.046,27/09/2018,CHF,-4138758.868,28/05/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
461,BA-00001,BA-00001,B-5200440,05/03/2018,22/03/2019,SEK,62000000,CHF,6820000,Cross Currency - Swap,USD,-962812.8465,27/09/2018,SEK,-8752844.059,07/03/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
462,BA-00001,BA-00001,B-5200441,20/04/2017,10/10/2018,EUR,91000000,GBP,82810000,Cross Currency - Swap,USD,7839985.346,27/09/2018,EUR,6758608.057,24/04/2017,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
463,BA-00001,BA-00001,B-5200442,06/01/2015,04/08/2021,AUD,83000000,AUD,83000000,Interest Rate - Swap Basis,USD,-4107700.985,27/09/2018,AUD,-5626987.651,08/01/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
464,BA-00001,BA-00001,B-5200443,15/05/2006,27/07/2022,AUD,53000000,SEK,354570000,Cross Currency - Swap,USD,-1221270.919,27/09/2018,AUD,-1672973.861,17/05/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
465,BA-00001,BA-00001,B-5200444,21/02/2012,06/02/2026,SEK,3000000,SEK,3000000,Interest Rate - Swaption,USD,-4836.407111,27/09/2018,SEK,-43967.33737,23/02/2012,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
466,BA-00001,BA-00001,B-5200445,31/07/2018,23/09/2019,USD,97000000,USD,97000000,Interest Rate - Swap,USD,-14065948.77,27/09/2018,USD,-14065948.77,02/08/2018,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
467,BA-00001,BA-00001,B-5200446,19/09/2016,09/09/2025,NOK,17000000,NOK,17000000,Interest Rate - Swaption,USD,115346.7257,27/09/2018,NOK,961222.7145,21/09/2016,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
468,BA-00001,BA-00001,B-5200447,27/08/2015,06/07/2026,JPY,96000000,NOK,7200000,FX - Swap,USD,-88776.13171,27/09/2018,JPY,-9864014.635,31/08/2015,,,0.694,,,,3645457,EntityB,983400120,EntityA,Active
469,BA-00001,BA-00001,B-5200448,20/05/2010,21/09/2023,EUR,38000000,EUR,38000000,Interest Rate - Swaption,USD,-4591879.354,27/09/2018,EUR,-3958516.684,24/05/2010,Payer,Call,,EIB,,,3645457,EntityB,983400120,EntityA,Active
470,BA-00001,BA-00001,B-5200449,31/07/2015,10/03/2021,EUR,92000000,EUR,92000000,Interest Rate - Swap Basis,USD,-9253349.486,27/09/2018,EUR,-7977025.419,04/08/2015,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
471,BA-00001,BA-00001,B-5200450,08/10/2010,21/07/2025,DKK,21000000,CAD,4200000,Cross Currency - Swap,USD,-60667.88861,27/09/2018,DKK,-379174.3038,12/10/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
472,BA-00001,BA-00001,B-5200451,12/07/2018,24/12/2020,EUR,13000000,EUR,13000000,Interest Rate - Swap Basis,USD,-1734491.716,27/09/2018,EUR,-1495251.479,16/07/2018,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
473,BA-00001,BA-00001,B-5200452,09/03/2015,05/09/2024,DKK,61000000,DKK,61000000,Interest Rate - Swaption,USD,-150790.3136,27/09/2018,DKK,-942439.4603,11/03/2015,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
474,BA-00001,BA-00001,B-5200453,21/02/2008,21/08/2019,EUR,7000000,EUR,7000000,Interest Rate - Swap,USD,-506939.9099,27/09/2018,EUR,-437017.1637,25/02/2008,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
475,BA-00001,BA-00001,B-5200454,13/01/2006,02/05/2023,NOK,45000000,NOK,45000000,Interest Rate - Swap Basis,USD,-794100.5516,27/09/2018,NOK,-6617504.597,17/01/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
476,BA-00001,BA-00001,B-5200455,22/06/2017,03/02/2020,DKK,30000000,DKK,30000000,Interest Rate - Swaption,USD,-315639.7096,27/09/2018,DKK,-1972748.185,26/06/2017,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
477,BA-00001,BA-00001,B-5200456,14/06/2012,15/10/2030,CHF,97000000,CHF,97000000,Interest Rate - Swap,USD,9702292.664,27/09/2018,CHF,9512051.631,18/06/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
478,BA-00001,BA-00001,B-5200457,18/05/2010,06/02/2023,NOK,16000000,NOK,16000000,Interest Rate - Swap Basis,USD,167984.0324,27/09/2018,NOK,1399866.937,20/05/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
479,BA-00001,BA-00001,B-5200458,12/12/2011,10/04/2024,NOK,65000000,NOK,65000000,Interest Rate - Swaption,USD,632891.8865,27/09/2018,NOK,5274099.054,14/12/2011,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
480,BA-00001,BA-00001,B-5200459,18/09/2012,04/02/2019,JPY,1000000,JPY,1000000,Interest Rate - Swap,USD,1025.209192,27/09/2018,JPY,113912.1324,20/09/2012,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
481,BA-00001,BA-00001,B-5200460,19/10/2016,15/07/2019,DKK,77000000,DKK,77000000,Interest Rate - Swap Basis,USD,1718471.38,27/09/2018,DKK,10740446.12,21/10/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
482,BA-00001,BA-00001,B-5200461,19/01/2016,29/11/2028,JPY,11000000,NOK,825000,Cross Currency - Swap,USD,3799.273334,27/09/2018,JPY,422141.4815,21/01/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
483,BA-00001,BA-00001,B-5200462,04/08/2009,14/08/2023,USD,22000000,USD,22000000,Interest Rate - Swap Basis,USD,-1588823.436,27/09/2018,USD,-1588823.436,06/08/2009,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
484,BA-00001,BA-00001,B-5200463,09/08/2010,05/10/2020,AUD,65000000,AUD,65000000,Interest Rate - Swaption,USD,-624650.9479,27/09/2018,AUD,-855686.23,11/08/2010,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
485,BA-00001,BA-00001,B-5200464,08/02/2017,06/02/2020,USD,48000000,USD,48000000,Interest Rate - Swap,USD,5188412.786,27/09/2018,USD,5188412.786,10/02/2017,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
486,BA-00001,BA-00001,B-5200465,17/05/2012,31/05/2021,EUR,77000000,EUR,77000000,Interest Rate - Swap,USD,-6296439.925,27/09/2018,EUR,-5427965.452,21/05/2012,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
487,BA-00001,BA-00001,B-5200466,18/01/2016,01/04/2019,SEK,32000000,CHF,3520000,FX - Swap,USD,371119.3175,27/09/2018,SEK,3373811.977,20/01/2016,,,0.582,,,,3645457,EntityB,983400120,EntityA,Active
488,BA-00001,BA-00001,B-5200467,21/02/2018,24/04/2030,GBP,93000000,GBP,93000000,Interest Rate - Swaption,USD,-15087411.48,27/09/2018,GBP,-11787040.22,23/02/2018,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
489,BA-00001,BA-00001,B-5200468,13/04/2012,28/01/2030,EUR,32000000,GBP,29120000,Cross Currency - Swap,USD,1411500.309,27/09/2018,EUR,1216810.611,17/04/2012,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
490,BA-00001,BA-00001,B-5200469,29/05/2018,07/02/2029,JPY,29000000,NOK,2175000,FX - Swap,USD,-18881.63595,27/09/2018,JPY,-2097959.55,31/05/2018,,,0.942,,,,3645457,EntityB,983400120,EntityA,Active
491,BA-00001,BA-00001,B-5200470,11/05/2009,12/05/2025,GBP,78000000,GBP,78000000,Interest Rate - Swaption,USD,-8401740.86,27/09/2018,GBP,-6563860.047,13/05/2009,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
492,BA-00001,BA-00001,B-5200471,28/01/2015,03/06/2027,USD,32000000,EUR,27520000,Cross Currency - Swap,USD,-4054512.89,27/09/2018,USD,-4054512.89,30/01/2015,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
493,BA-00001,BA-00001,B-5200472,08/09/2006,26/10/2026,NOK,23000000,AUD,3680000,Cross Currency - Swap,USD,-106964.2167,27/09/2018,NOK,-891368.4728,12/09/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
494,BA-00001,BA-00001,B-5200473,12/02/2018,18/07/2025,AUD,73000000,USD,53290000,FX - Swap,USD,-5573913.329,27/09/2018,AUD,-7635497.711,14/02/2018,,,0.25,,,,3645457,EntityB,983400120,EntityA,Active
